ID_UC_G0,GC_UCN_MAI_2025,GC_UCN_LIS_2025,GC_CNT_GAD_2025,GC_CNT_UNN_2025,GC_UCA_KM2_2025,GC_POP_TOT_2025,GC_DEV_WIG_2025,GC_DEV_USR_2025,GC_PLS_SCR_2025,GC_UCB_YOB_2025,GC_UCB_YOD_2025,GC_UCM_CAP
5652,Kirov,Kirov,Russia,Russian Federation,57,289476.2591,Upper Middle,Europe,High,1975,2030,0
5654,Gwangwa,Gwangwa,Ethiopia,Ethiopia,7,68152.32126,Low income,Sub-Saharan Africa,Medium,2010,2030,0
5655,Charam,Charam,Iran,Iran (Islamic Republic of),6,96760.6004,Lower Middle,Central and Southern Asia,Low,1975,2030,0
5656,Hala,Hala,Pakistan,Pakistan,9,84586.99148,Lower Middle,Central and Southern Asia,High,2000,2030,0
5657,Jalandhar,Jalandhar,India,India,144,1170866.618,Lower Middle,Central and Southern Asia,High,1975,2030,0
5658,Gazipur,-,Bangladesh,Bangladesh,101,84943.16788,Lower Middle,Central and Southern Asia,High,2020,2030,0
5659,Gangu,Gangu,China,China,30,145758.3385,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
5660,Mudon,Mudon,Myanmar,Myanmar,8,70079.81722,Lower Middle,Eastern and South-Eastern Asia,High,1990,2030,0
5661,Bà Rịa,Bà Rịa,Vietnam,Viet Nam,33,150273.5482,Lower Middle,Eastern and South-Eastern Asia,High,2000,2030,0
5662,Karyamakmur,Karyamakmur; Setialaksana; Lenggahjaya; Kutaampel,Indonesia,Indonesia,27,72937.97403,Upper Middle,Eastern and South-Eastern Asia,High,2015,2030,0
5663,Gamagori,Gamagori,Japan,Japan,32,70597.15458,High income,Eastern and South-Eastern Asia,High,1975,2030,0
5664,Gingoog,Gingoog,Philippines,Philippines,12,70968.11966,Lower Middle,Eastern and South-Eastern Asia,High,2015,2030,0
5665,Los Reyes Acozac,Los Reyes Acozac; Santa María Ajoloapan,México,Mexico,21,62352.5376,Upper Middle,Latin America and the Caribbean,High,2015,2030,0
5666,McAllen,McAllen,United States,United States of America,169,367656.1312,High income,Northern America,High,2005,2030,0
5667,Paragominas,Paragominas,Brazil,Brazil,17,91444.82181,Upper Middle,Latin America and the Caribbean,High,2000,2030,0
5668,Burton Latimer,Burton Latimer; Kettering,United Kingdom,United Kingdom,21,64104.34607,High income,Europe,High,2010,2030,0
5669,Ikere-Ekiti,Ikere-Ekiti,Nigeria,Nigeria,29,387297.9557,Lower Middle,Sub-Saharan Africa,High,1975,2030,0
5670,Cheria,Cheria,Algeria,Algeria,11,85626.34035,Lower Middle,Northern Africa and Western Asia,High,2000,2030,0
5672,بطره,بطره,Egypt,Egypt,11,54032.39783,Lower Middle,Northern Africa and Western Asia,High,2015,2030,0
5673,Erbaa,Erbaa,Turkey,Turkey,10,54364.49351,Upper Middle,Northern Africa and Western Asia,High,1975,2025,0
5674,Labinsk,Labinsk,Russia,Russian Federation,24,70721.40471,Upper Middle,Europe,High,1985,2030,0
5676,Holeta Genet,Holeta Genet,Ethiopia,Ethiopia,22,84084.36819,Low income,Sub-Saharan Africa,High,2010,2030,0
5677,Fuladshahr,Fuladshahr,Iran,Iran (Islamic Republic of),15,52803.32696,Lower Middle,Central and Southern Asia,High,2020,2030,0
5678,Hyderabad,Hyderabad; Kotri,Pakistan,Pakistan,144,2956488.276,Lower Middle,Central and Southern Asia,High,1975,2030,0
5679,Unjha,Unjha,India,India,10,105246.7926,Lower Middle,Central and Southern Asia,High,1980,2030,0
5680,Daulatpur,Daulatpur,Bangladesh,Bangladesh,37,70277.16667,Lower Middle,Central and Southern Asia,High,2025,2030,0
5681,Baoshan,Baoshan; Longyang,China,China,84,307082.7945,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
5682,Kengtung,Kengtung,Myanmar,Myanmar,12,140331.9583,Lower Middle,Eastern and South-Eastern Asia,High,1995,2030,0
5683,Long Khánh,Long Khánh,Vietnam,Viet Nam,27,131162.7648,Lower Middle,Eastern and South-Eastern Asia,High,1995,2030,0
5684,Kertasari,Kertasari; Sindangjaya; Cibiuk; Nanggalamekar; Ciranjang; Kertajaya,Indonesia,Indonesia,20,72174.05365,Upper Middle,Eastern and South-Eastern Asia,High,1990,2030,0
5685,Takasaki [Maebashi],Takasaki; Maebashi; Annaka,Japan,Japan,221,472415.495,High income,Eastern and South-Eastern Asia,High,1975,2030,0
5686,Surigao City,Surigao City,Philippines,Philippines,28,130611.9075,Lower Middle,Eastern and South-Eastern Asia,High,2000,2030,0
5687,Texcoco de Mora,Texcoco de Mora; Atenco; San Miguel Coatlinchán; Chiconcuac; San Salvador Atenco; Chiautla,México,Mexico,66,222360.7912,Upper Middle,Latin America and the Caribbean,High,1980,2030,0
5688,Spokane,Spokane,United States,United States of America,184,308681.0018,High income,Northern America,High,1975,2030,0
5689,Ponta Grossa,Ponta Grossa,Brazil,Brazil,90,312508.7268,Upper Middle,Latin America and the Caribbean,High,1975,2030,0
5690,Corby,Corby,United Kingdom,United Kingdom,24,57188.14939,High income,Europe,High,2015,2030,0
5691,Rijau,Rijau,Nigeria,Nigeria,9,55333.24672,Lower Middle,Sub-Saharan Africa,High,2025,2030,0
5692,M'Daourouch,M'Daourouch,Algeria,Algeria,6,55996.32559,Lower Middle,Northern Africa and Western Asia,High,2020,2030,0
5693,Tenke,Tenke,Democratic Republic of the Congo,Democratic Republic of the Congo,14,115616.9806,Low income,Sub-Saharan Africa,High,2020,2030,0
5694,ميت ابو خالد,ميت ابو خالد,Egypt,Egypt,11,63217.1146,Lower Middle,Northern Africa and Western Asia,High,2010,2030,0
5695,Tokat,Tokat,Turkey,Turkey,18,122160.4933,Upper Middle,Northern Africa and Western Asia,High,1975,2030,0
5696,Volgodonsk,Volgodonsk,Russia,Russian Federation,33,129475.2714,Upper Middle,Europe,High,1980,2030,0
5698,Chucko,Chucko,Ethiopia,Ethiopia,10,97757.61375,Low income,Sub-Saharan Africa,High,1975,2030,0
5699,Shahin Shahr,Shahin Shahr,Iran,Iran (Islamic Republic of),18,117804.3789,Lower Middle,Central and Southern Asia,High,1990,2030,0
5700,Ismaila,Ismaila; Adina; Shahbaz Garhi,Pakistan,Pakistan,21,134558.3848,Lower Middle,Central and Southern Asia,High,2000,2030,0
5701,Mahesana,Mahesana,India,India,41,376009.9653,Lower Middle,Central and Southern Asia,High,1975,2030,0
5702,Haluaghat,Haluaghat,Bangladesh,Bangladesh,15,66132.24753,Lower Middle,Central and Southern Asia,Medium,1975,2030,0
5703,Dongsheng,Dongsheng,China,China,53,545472.7527,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
5704,Thanbyuzayat,Thanbyuzayat,Myanmar,Myanmar,8,59618.56874,Lower Middle,Eastern and South-Eastern Asia,High,1995,2030,0
5705,Đăk Mil,Đăk Mil,Vietnam,Viet Nam,24,65617.63367,Lower Middle,Eastern and South-Eastern Asia,High,2015,2030,0
5706,Panundaan,Panundaan; Panyocokan; Ciwidey; Mekarmaju; Pasirjambu,Indonesia,Indonesia,29,93368.57653,Upper Middle,Eastern and South-Eastern Asia,High,2005,2030,0
5707,Toyohashi,Toyohashi; Toyokawa,Japan,Japan,229,500227.6789,High income,Eastern and South-Eastern Asia,High,1975,2030,0
5708,Koronadal,Koronadal,Philippines,Philippines,32,131830.2894,Lower Middle,Eastern and South-Eastern Asia,High,2000,2030,0
5709,Matehuala,Matehuala,México,Mexico,21,91142.67149,Upper Middle,Latin America and the Caribbean,High,2000,2030,0
5710,Edinburg,Edinburg,United States,United States of America,30,66402.26203,High income,Northern America,High,2020,2030,0
5711,Caldas Novas,Caldas Novas,Brazil,Brazil,20,71471.80829,Upper Middle,Latin America and the Caribbean,High,2010,2030,0
5712,Scunthorpe,Scunthorpe,United Kingdom,United Kingdom,37,81516.73783,High income,Europe,High,1975,2030,0
5713,Amarawa,Amarawa; Sonani; Illela,Nigeria,Nigeria,12,119380.8047,Lower Middle,Sub-Saharan Africa,High,1975,2030,0
5714,Souk Ahras,Souk Ahras,Algeria,Algeria,25,222438.3458,Lower Middle,Northern Africa and Western Asia,High,1980,2030,0
5715,Kitenge,Kitenge,Democratic Republic of the Congo,Democratic Republic of the Congo,11,186252.5675,Low income,Sub-Saharan Africa,High,2005,2030,0
5716,Minya Al-Qamh,Minya Al-Qamh,Egypt,Egypt,54,328119.5962,Lower Middle,Northern Africa and Western Asia,High,1980,2030,0
5717,Kozan,Kozan,Turkey,Turkey,9,53281.40908,Upper Middle,Northern Africa and Western Asia,High,1985,2025,0
5718,Armavir,Armavir,Russia,Russian Federation,43,178118.0111,Upper Middle,Europe,High,1975,2030,0
5719,Irba,Irba,Ethiopia,Ethiopia,22,101112.1575,Low income,Sub-Saharan Africa,High,1975,2030,0
5720,Isfahan,Isfahan,Iran,Iran (Islamic Republic of),328,1817590.201,Lower Middle,Central and Southern Asia,High,1975,2030,0
5721,Garhi Kapoora,Garhi Kapoora,Pakistan,Pakistan,10,70252.20856,Lower Middle,Central and Southern Asia,High,2000,2030,0
5722,Nagaur,Nagaur,India,India,29,190919.5133,Lower Middle,Central and Southern Asia,High,1975,2030,0
5723,Delduar,Delduar,Bangladesh,Bangladesh,78,154695.2849,Lower Middle,Central and Southern Asia,High,2005,2030,0
5724,Ordos,Ordos; Ejin Horo,China,China,39,162977.7447,Upper Middle,Eastern and South-Eastern Asia,High,2000,2030,0
5725,Kawkareik,Kawkareik,Myanmar,Myanmar,10,65990.02678,Lower Middle,Eastern and South-Eastern Asia,High,2005,2030,0
5726,Định Quán,Định Quán,Vietnam,Viet Nam,11,67462.69497,Lower Middle,Eastern and South-Eastern Asia,High,2010,2030,0
5727,Cianting Utara,Cianting Utara; Malangnengah; Cibogogirang; Gandamekar; Rawasari; Citeko; Sindangsari; Plered; Citeko Kaler; Anjun; Linggarsari; Cilalawi,Indonesia,Indonesia,26,98992.73116,Upper Middle,Eastern and South-Eastern Asia,High,1995,2030,0
5728,Koriyama,Koriyama,Japan,Japan,63,215512.8921,High income,Eastern and South-Eastern Asia,High,1975,2030,0
5729,Valencia,Valencia,Philippines,Philippines,17,108837.2073,Lower Middle,Eastern and South-Eastern Asia,High,2010,2030,0
5730,Tizayuca,Tizayuca,México,Mexico,30,101965.6766,Upper Middle,Latin America and the Caribbean,High,2015,2030,0
5731,Brownsville,Brownsville,United States,United States of America,72,133551.6717,High income,Northern America,High,2005,2030,0
5732,Capanema,Capanema,Brazil,Brazil,15,57117.23726,Upper Middle,Latin America and the Caribbean,High,2020,2030,0
5733,Slough,Slough,United Kingdom,United Kingdom,38,167685.1294,High income,Europe,High,1975,2030,0
5734,Egosi,-,Nigeria,Nigeria,12,98473.37676,Lower Middle,Sub-Saharan Africa,High,2000,2030,0
5735,Tebessa,Tebessa,Algeria,Algeria,31,260481.8644,Lower Middle,Northern Africa and Western Asia,High,1975,2030,0
5736,Kindu,Kindu,Democratic Republic of the Congo,Democratic Republic of the Congo,52,265658.5979,Low income,Sub-Saharan Africa,High,1975,2030,0
5737,El Azizia,-,Egypt,Egypt,6,56108.43105,Lower Middle,Northern Africa and Western Asia,High,2020,2030,0
5738,Ceyhan,Ceyhan,Turkey,Turkey,14,69660.96763,Upper Middle,Northern Africa and Western Asia,High,1975,2030,0
5739,Kirovo-Chepetsk,Kirovo-Chepetsk,Russia,Russian Federation,20,54225.00995,Upper Middle,Europe,High,2025,2025,0
5740,-,-,Ethiopia,Ethiopia,23,55890.95404,Low income,Sub-Saharan Africa,Low,2025,2030,0
5741,Sari,Sari,Iran,Iran (Islamic Republic of),47,259509.397,Lower Middle,Central and Southern Asia,High,1975,2030,0
5742,Ghotki,Ghotki,Pakistan,Pakistan,19,157580.7822,Lower Middle,Central and Southern Asia,High,1995,2030,0
5743,Rattangarh Kanakwal,Rattangarh Kanakwal; Phulo Khari; Ramsara,India,India,16,59159.37721,Lower Middle,Central and Southern Asia,High,2015,2025,0
5744,Goalanda,Goalanda,Bangladesh,Bangladesh,21,54218.06909,Lower Middle,Central and Southern Asia,High,2025,2030,0
5745,Lijiang,Lijiang; Gucheng,China,China,33,150968.8708,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
5746,Ye,Ye,Myanmar,Myanmar,7,55343.37196,Lower Middle,Eastern and South-Eastern Asia,High,1990,2030,0
5747,Ngai Giao,Ngai Giao,Vietnam,Viet Nam,12,60229.73063,Lower Middle,Eastern and South-Eastern Asia,High,2020,2030,0
5748,Bandung,Bandung; Cimahi,Indonesia,Indonesia,988,8691180.858,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
5749,Isesaki,Isesaki; Kiryu; Midori,Japan,Japan,138,254363.941,High income,Eastern and South-Eastern Asia,High,1975,2030,0
5750,Kidapawan,Kidapawan,Philippines,Philippines,18,88811.28449,Lower Middle,Eastern and South-Eastern Asia,High,2010,2030,0
5751,Atlixco,Atlixco,México,Mexico,16,66247.19535,Upper Middle,Latin America and the Caribbean,High,1995,2030,0
5752,Lubbock,Lubbock,United States,United States of America,118,178646.8977,High income,Northern America,High,1975,2030,0
5753,Águas Lindas de Goiás,Águas Lindas de Goiás,Brazil,Brazil,48,191818.3598,Upper Middle,Latin America and the Caribbean,High,2000,2030,0
5754,Walton-on-Thames,Walton-on-Thames; Woking; Chertsey; Addlestone; Weybridge; Shepperton,United Kingdom,United Kingdom,76,200166.0816,High income,Europe,High,1975,2030,0
5755,Wurno,Wurno,Nigeria,Nigeria,9,90172.26861,Lower Middle,Sub-Saharan Africa,High,1975,2030,0
5756,Ouenza,Ouenza,Algeria,Algeria,11,59814.74548,Lower Middle,Northern Africa and Western Asia,High,2020,2030,0
5757,Kibombo,Kibombo,Democratic Republic of the Congo,Democratic Republic of the Congo,5,51436.88977,Low income,Sub-Saharan Africa,Low,2025,2030,0
5758,Beni Suef,Beni Suef; New Bani Sweif,Egypt,Egypt,90,665694.1562,Lower Middle,Northern Africa and Western Asia,High,1975,2030,0
5759,Yumurtalık,Yumurtalık,Turkey,Turkey,10,121543.7186,Upper Middle,Northern Africa and Western Asia,Low,1975,2030,0
5760,Izobilnyy,Izobilnyy,Russia,Russian Federation,13,50889.4071,Upper Middle,Europe,High,2000,2030,0
5761,Irgalem,Irgalem,Ethiopia,Ethiopia,22,217937.5852,Low income,Sub-Saharan Africa,High,1975,2030,0
5762,Bandar Ganaveh,Bandar Ganaveh,Iran,Iran (Islamic Republic of),19,72433.68251,Lower Middle,Central and Southern Asia,High,2015,2030,0
5763,Bhit Shah,Bhit Shah,Pakistan,Pakistan,9,59059.74394,Lower Middle,Central and Southern Asia,High,2025,2030,0
5764,Sirohi,Sirohi,India,India,11,57589.37875,Lower Middle,Central and Southern Asia,High,2010,2030,0
5765,Narail,Narail,Bangladesh,Bangladesh,9,59156.43776,Lower Middle,Central and Southern Asia,High,1975,2030,0
5766,Qin'an,Qin'an,China,China,19,92388.39412,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
5767,Myawaddy,Myawaddy,Myanmar,Myanmar,15,129306.3898,Lower Middle,Eastern and South-Eastern Asia,High,1995,2030,0
5768,Tân Phú,Tân Phú,Vietnam,Viet Nam,17,108701.0622,Lower Middle,Eastern and South-Eastern Asia,High,1995,2030,0
5769,Purwakarta,Purwakarta,Indonesia,Indonesia,104,497388.1117,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
5770,Kofu,Kofu; Kai; Minami-Alps; Fuefuki; Yamanashi; Chuo,Japan,Japan,158,355934.1129,High income,Eastern and South-Eastern Asia,High,1975,2030,0
5771,Butuan,Butuan,Philippines,Philippines,46,233568.0445,Lower Middle,Eastern and South-Eastern Asia,High,1975,2030,0
5772,Santa Matilde,Santa Matilde,México,Mexico,28,102206.3105,Upper Middle,Latin America and the Caribbean,High,2005,2030,0
5773,Valley Hi,Valley Hi,United States,United States of America,84,213375.5483,High income,Northern America,High,2000,2030,0
5774,Santo Antônio do Descoberto,Santo Antônio do Descoberto,Brazil,Brazil,17,65909.84636,Upper Middle,Latin America and the Caribbean,High,2010,2030,0
5775,Guildford,Guildford,United Kingdom,United Kingdom,22,72017.41856,High income,Europe,High,1975,2030,0
5776,Lafiagi,Lafiagi,Nigeria,Nigeria,10,84934.20967,Lower Middle,Sub-Saharan Africa,High,2005,2030,0
5777,Bir El Ater,Bir El Ater,Algeria,Algeria,14,98477.34152,Lower Middle,Northern Africa and Western Asia,High,2005,2030,0
5778,Fungurume,Fungurume,Democratic Republic of the Congo,Democratic Republic of the Congo,26,304508.2997,Low income,Sub-Saharan Africa,High,2005,2030,0
5779,Abu Qurqas,Abu Qurqas,Egypt,Egypt,22,188954.9862,Lower Middle,Northern Africa and Western Asia,High,1975,2030,0
5780,Ünye,Ünye,Turkey,Turkey,16,73695.82528,Upper Middle,Northern Africa and Western Asia,High,1975,2030,0
5781,Stavropol,Stavropol,Russia,Russian Federation,89,357344.4316,Upper Middle,Europe,High,1975,2030,0
5782,Aleta Wendo,Aleta Wendo,Ethiopia,Ethiopia,10,142203.2541,Low income,Sub-Saharan Africa,High,1975,2030,0
5783,Dogonbadan,Dogonbadan,Iran,Iran (Islamic Republic of),19,64064.32663,Lower Middle,Central and Southern Asia,High,1985,2030,0
5784,Anghapur,Anghapur; Torwarsak,Pakistan,Pakistan,11,61714.02527,Lower Middle,Central and Southern Asia,High,2025,2030,0
5785,Kadi,Kadi,India,India,23,136712.4122,Lower Middle,Central and Southern Asia,High,1975,2030,0
5786,Barogram,-,Bangladesh,Bangladesh,26,57096.81868,Lower Middle,Central and Southern Asia,High,2015,2030,0
5787,Tumed Left Banner,Tumed Left Banner,China,China,14,52157.84656,Upper Middle,Eastern and South-Eastern Asia,High,2000,2025,0
5788,Tachileik,Tachileik,Myanmar,Myanmar,17,125337.0269,Lower Middle,Eastern and South-Eastern Asia,High,2000,2030,0
5789,Gia Ray,Gia Ray,Vietnam,Viet Nam,16,64035.31901,Lower Middle,Eastern and South-Eastern Asia,High,2015,2030,0
5790,Pasirukem,Pasirukem; Tegalurung; Purwajaya; Pancakarya; Jayanagara,Indonesia,Indonesia,25,115589.4855,Upper Middle,Eastern and South-Eastern Asia,High,1985,2030,0
5791,Honjo,Honjo,Japan,Japan,29,67353.57802,High income,Eastern and South-Eastern Asia,High,1985,2030,0
5792,Polomolok,Polomolok,Philippines,Philippines,21,105357.3433,Lower Middle,Eastern and South-Eastern Asia,High,2000,2030,0
5793,Pachuca,Pachuca,México,Mexico,74,326869.8644,Upper Middle,Latin America and the Caribbean,High,1980,2030,0
5794,San Antonio,San Antonio,United States,United States of America,640,1513874.436,High income,Northern America,High,1975,2030,0
5795,Caxias do Sul,Caxias do Sul,Brazil,Brazil,87,402433.8644,Upper Middle,Latin America and the Caribbean,High,1975,2030,0
5796,Lincoln,Lincoln,United Kingdom,United Kingdom,41,115774.9864,High income,Europe,High,1975,2030,0
5797,Kontagora,Kontagora,Nigeria,Nigeria,27,168687.7362,Lower Middle,Sub-Saharan Africa,High,1980,2030,0
5798,Kakanda,Kakanda,Democratic Republic of the Congo,Democratic Republic of the Congo,11,134322.1278,Low income,Sub-Saharan Africa,High,2020,2030,0
5799,Sunbo,Sunbo,Egypt,Egypt,48,188665.4041,Lower Middle,Northern Africa and Western Asia,High,2005,2030,0
5800,Sugözü,Sugözü,Turkey,Turkey,9,62650.61811,Upper Middle,Northern Africa and Western Asia,Low,2015,2030,0
5801,Zelenodol'sk,Zelenodol'sk,Russia,Russian Federation,15,59299.72055,Upper Middle,Europe,High,1975,2030,0
5802,Leku,Leku,Ethiopia,Ethiopia,9,131766.6441,Low income,Sub-Saharan Africa,High,1975,2030,0
5803,Dolatabad,Dolatabad; Khorzoq; Dastgerd; Simorgh town,Iran,Iran (Islamic Republic of),30,179270.1046,Lower Middle,Central and Southern Asia,High,1985,2030,0
5804,Rustam,Rustam,Pakistan,Pakistan,13,61629.5464,Lower Middle,Central and Southern Asia,High,2010,2030,0
5805,Abu Road,Abu Road,India,India,20,92584.1536,Lower Middle,Central and Southern Asia,High,1985,2030,0
5806,Koyra,Koyra,Bangladesh,Bangladesh,85,109714.3127,Lower Middle,Central and Southern Asia,High,2000,2030,0
5807,Changhong,Changhong; Dongshan,China,China,22,111903.3636,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
5808,Payathonzu,Payathonzu,Myanmar,Myanmar,9,70524.37024,Lower Middle,Eastern and South-Eastern Asia,High,2005,2030,0
5809,Chư Sê,Chư Sê,Vietnam,Viet Nam,9,55174.8225,Lower Middle,Eastern and South-Eastern Asia,High,2020,2030,0
5810,Bumihayu,Bumihayu; Jalancagak; Tambakan; Kumpay,Indonesia,Indonesia,20,54543.33245,Upper Middle,Eastern and South-Eastern Asia,High,2020,2030,0
5811,Ota,Ota; Ashikaga,Japan,Japan,136,254321.2157,High income,Eastern and South-Eastern Asia,High,1975,2030,0
5812,General Santos,General Santos,Philippines,Philippines,103,470211.7829,Lower Middle,Eastern and South-Eastern Asia,High,1975,2030,0
5813,Texmelucan,Texmelucan; Santa María Moyotzingo; Tepetitla,México,Mexico,56,187949.0671,Upper Middle,Latin America and the Caribbean,High,1980,2030,0
5814,Corpus Christi,Corpus Christi,United States,United States of America,140,239777.0267,High income,Northern America,High,1975,2030,0
5815,Rio Grande,Rio Grande,Brazil,Brazil,57,173871.8675,Upper Middle,Latin America and the Caribbean,High,1975,2030,0
5816,London,London; Westminster; City of London,United Kingdom,United Kingdom,1649,10408332.24,High income,Europe,High,1975,2030,1
5817,Ise,Ise,Nigeria,Nigeria,15,144667.9465,Lower Middle,Sub-Saharan Africa,High,1985,2030,0
5819,Dundet,-,Egypt,Egypt,13,63376.63555,Lower Middle,Northern Africa and Western Asia,High,2020,2030,0
5820,Kadirli,Kadirli,Turkey,Turkey,16,123620.014,Upper Middle,Northern Africa and Western Asia,High,1990,2030,0
5821,Mikhaylovsk,Mikhaylovsk,Russia,Russian Federation,27,79814.32928,Upper Middle,Europe,High,1985,2030,0
5822,Hawassa,Hawassa,Ethiopia,Ethiopia,59,446057.3575,Low income,Sub-Saharan Africa,High,1975,2030,0
5823,Surak,Surak,Iran,Iran (Islamic Republic of),25,212993.9859,Lower Middle,Central and Southern Asia,High,1985,2030,0
5824,Pacha Kalay,Pacha Kalay; Malakpur Kalay; Balo Khan Kalay; Bhai Kalay; Narbatwal Kalay; Jawkhela; Batai Kalay,Pakistan,Pakistan,12,68734.83798,Lower Middle,Central and Southern Asia,High,2010,2030,0
5825,Visnagar,Visnagar,India,India,17,143161.1402,Lower Middle,Central and Southern Asia,High,1975,2030,0
5826,Muktagacha,Muktagacha,Bangladesh,Bangladesh,52,191483.2652,Lower Middle,Central and Southern Asia,High,1975,2030,0
5827,Tianshui,Tianshui; Qinzhou,China,China,48,584188.6461,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
5828,Dawei,Dawei,Myanmar,Myanmar,20,123332.7979,Lower Middle,Eastern and South-Eastern Asia,High,1995,2030,0
5829,Ea T'Ling,-,Vietnam,Viet Nam,14,57365.90043,Lower Middle,Eastern and South-Eastern Asia,High,2015,2030,0
5830,Tarogong,Tarogong; Garut,Indonesia,Indonesia,310,1473082.334,Upper Middle,Eastern and South-Eastern Asia,High,1975,2030,0
